timestamp,Temperature,Humidity,Pressure
20060317T0700,-0.7997546,75.81061,1021.3
20101202T1100,-1.4897546,76.838806,1009.6
20210701T0200,14.050245,92.633736,1018.0
20131019T1600,17.550245,80.33216,1014.2
20140127T0100,7.0302453,89.58019,997.9
20070320T2100,1.3802454,77.31833,1003.3
20070607T1900,20.420246,81.80133,1012.0
20160801T1500,24.880245,38.291477,1019.3
20170103T0300,-1.9297546,96.65457,1028.9
20090701T0800,24.510244,65.23173,1020.0
20060814T1300,14.620245,84.45089,1011.7
20151209T2200,1.7402455,95.99311,1039.7
20080519T0500,11.720245,96.086395,1009.7
20180322T0500,-3.9197545,81.383606,1024.8
20210611T1000,24.810246,58.449818,1020.0
20230725T0400,17.480246,84.16867,1006.4
20220928T0600,11.470245,95.18211,998.9
20210224T2100,7.230245,86.39996,1030.7
20210415T1900,5.6202455,52.65556,1025.3
20120407T1500,10.970245,51.24767,1005.4
20210522T1300,16.720245,49.413307,1011.7
20190419T0100,7.9102454,83.68559,1022.9
20210429T0200,10.870245,87.09164,1006.9
20110422T1700,22.740246,34.088226,1006.9
20180726T0300,17.600245,83.69311,1013.6
20160703T1000,20.430244,51.326443,1021.9
20100923T0400,10.720245,92.55492,1017.3
20151203T1200,5.7002454,80.75546,1031.2
20211125T0500,-0.8097546,92.095024,1011.0
20230122T2300,0.4002454,88.01093,1029.7
20080211T0300,-1.4397546,84.81036,1033.2
20120624T0000,13.580245,80.46856,1022.3
20150507T1300,18.190245,45.67377,1019.2
20240620T1400,25.530245,66.85566,1017.1
20130118T2300,-3.5897546,77.926865,1001.8
20170327T0000,5.420245,86.252464,1021.6
20150916T0200,15.250245,77.18965,1002.5
20141027T0600,8.240246,97.67885,1025.9
20190906T1500,19.400246,47.52485,1021.1
20071220T1800,-3.499755,82.781624,1033.7
20160925T2200,15.910245,83.87916,1021.2
20190826T0700,19.680244,71.27359,1019.0
20220407T0600,10.990245,70.52877,1003.2
20201103T0600,12.580245,90.35224,1024.0
20241012T2000,12.870245,93.42784,1013.9
20060813T0500,12.410245,90.82333,1006.9
20220730T0800,23.950245,51.375755,1019.8
20140619T0000,15.0602455,65.37312,1018.0
20230729T1700,21.280245,82.6334,1012.8
20141002T0000,11.780245,96.860016,1027.4
20200927T2000,7.500245,87.15806,1009.1
20080117T0400,5.230245,90.94624,1012.9
20100812T1100,19.490246,85.58135,1014.2
20211016T2100,7.630245,94.743576,1020.7
20130222T0500,-3.1397548,68.401085,1010.9
20210813T0000,20.400246,83.79531,1021.1
20240908T0000,19.490246,87.395355,1011.9
20091126T0300,10.540245,84.944824,1016.7
20080411T0800,10.740245,94.57566,997.5
20240622T0400,14.730246,95.125694,1016.7
20100323T0700,6.1802454,87.506836,1022.5
20110723T1400,19.010244,48.59967,1011.6
20121022T2300,9.830245,91.682686,1021.5
20170608T1100,20.810246,45.170265,1019.2
20151108T0300,10.320246,94.10878,1029.7
20191228T0800,4.0302453,93.60814,1038.4
20130613T1600,28.130245,46.01475,1012.6
20170309T0000,9.480246,94.900116,1022.4
20231113T1900,15.700245,87.9054,1011.0
20171222T0100,4.880245,98.54203,1037.6
20071102T1900,6.650245,87.55692,1030.8
20110524T1300,26.750246,32.45051,1022.9
20190504T1600,2.2202454,92.54342,1011.4
20240131T2300,7.920245,89.41175,1033.1
20160620T2100,16.740246,74.76531,1021.1
20241220T2000,1.3402455,87.729256,1027.8
20100427T1600,20.250246,42.052086,1024.6
20160102T2000,6.980245,91.599045,1013.9
20080919T0400,8.550245,98.02149,1020.4
20210320T0000,0.7502454,83.85718,1025.6
20070209T0900,4.860245,86.186455,1006.7
20131222T2100,10.850245,72.0381,1023.2
20220227T1200,8.160246,43.702385,1028.5
20201008T2000,12.770246,89.10987,1023.2
20071205T1300,11.3102455,67.706245,1022.2
20200617T0000,16.050245,84.17075,1013.5
20130617T0100,17.240246,92.39427,1013.3
20071230T1900,3.1602454,91.0298,1030.1
20071215T1400,1.0902455,58.318634,1031.3
20241107T2100,7.1802454,94.85164,1029.4
20231103T2300,7.1202455,82.52855,997.1
20080425T2200,8.070246,78.81004,1029.5
20181128T1800,4.880245,92.215614,1024.6
20201129T0300,0.9902454,89.97447,1020.6
20140316T0000,7.8002453,82.391495,1026.2
20150318T2300,7.960245,81.49488,1022.6
20161227T1000,3.6402454,89.38729,1044.2
20091009T0500,14.900246,95.38028,1017.7
20070210T2200,6.5702453,89.412636,1012.1
20140213T0400,7.540245,82.703064,1006.8
20151005T1000,16.850245,74.98197,1014.3
20110717T0900,15.180245,94.71101,1005.5
20110620T0100,12.700245,70.729,1019.6
20240402T2200,5.020245,89.64726,1013.6
20150610T1300,19.360245,68.163536,1020.4
20110610T1800,19.430244,46.88698,1014.5
20110109T1300,9.410245,86.760254,1013.5
20111205T1300,6.5502453,76.077995,1013.2
20191105T2200,8.720245,93.89387,1001.1
20230524T2300,10.470245,67.75902,1020.0
20070224T1200,10.540245,78.54896,1006.9
20130612T0900,19.730246,69.90532,1020.9
20240314T2200,9.110246,93.27604,1014.2
20240319T2300,6.360245,96.27432,1019.8
20150904T1400,21.130245,34.91965,1014.5
20170404T0500,6.2802453,92.51252,1022.2
20230327T1600,6.920245,50.146824,1024.0
20230620T0600,20.980246,88.019646,1014.3
20180515T1200,15.280245,91.86198,1012.6
20170605T0300,13.740245,81.03272,1016.1
20230122T1400,1.6702454,79.11205,1027.4
20170320T0800,10.550245,81.35723,1015.4
20080907T0200,14.150246,97.43282,1012.6
20191216T1500,9.200245,89.7106,1008.4
20230218T1600,14.350245,64.591194,1025.6
20200223T0500,10.950245,56.14298,1029.0
20240920T0800,15.650246,81.40025,1020.2
20100214T0700,-2.6797547,85.67313,1015.0
20171103T0100,10.970245,86.92459,1018.0
20060331T2000,10.500245,70.231384,1017.1
20110429T1700,16.300245,60.402393,1005.4
20161002T0400,13.540245,92.78749,1014.4
20100918T0400,7.290245,93.551506,1017.8
20070119T2200,12.210245,86.11912,1027.3
20160527T2300,17.810246,89.228516,1013.0
20210810T1600,26.430244,50.76442,1016.9
20090501T2000,14.940246,68.11195,1023.9
20180925T0300,5.2602453,89.79687,1035.6
20200318T1000,14.840245,67.67625,1029.0
20220910T1300,19.010244,62.283146,1017.5
20070113T2200,6.9502454,90.83314,1025.0
20190828T0400,20.270245,82.043274,1017.3
20190613T0800,18.410246,62.061005,1015.7
20170813T0400,14.620245,83.61574,1020.7
20120513T1200,14.850245,46.19376,1026.3
20100122T2000,-0.98975456,93.3205,1025.0
20230614T1600,26.950245,24.062923,1011.9
20190915T0900,21.540245,71.79984,1025.5
20110418T0800,11.730246,58.59361,1021.7
20200311T2100,11.280245,86.83884,1019.7
20180531T0000,17.470245,91.4644,1015.0
20161001T0600,13.460245,85.56395,1011.9
20231019T0000,12.150246,96.10142,1002.0
20070306T1600,13.630245,59.080433,1011.7
20120911T0200,15.370245,86.22016,1015.7
20220623T0300,17.120245,94.90909,1013.7
20170407T0200,2.9102454,84.21841,1026.3
20231127T0400,0.5702454,96.28349,1013.9
20240201T0700,8.510245,88.054054,1032.5
20181225T0400,-0.09975457,96.461685,1036.1
20130705T1400,24.550245,54.213318,1026.6
20230815T1700,29.670246,38.122128,1016.8
20230409T1200,13.450245,50.92558,1022.9
20151230T2000,2.8002453,96.94548,1023.0
20141108T1700,7.380245,88.18609,1010.3
20090720T0200,14.570246,78.64285,1020.6
20190102T0500,3.1602454,84.49731,1034.0
20191116T1700,3.8502455,91.74295,1011.3
20180323T0500,1.8702455,95.860954,1013.5
20120628T1800,27.630245,66.1995,1008.7
20220405T1200,9.830245,61.216988,1014.9
20171123T2300,9.880245,71.49412,1016.2
20140702T0400,14.220245,82.29761,1017.8
20100924T1000,17.750246,75.87618,1003.5
20080819T1500,20.220245,79.61614,1014.2
20060808T0200,15.480246,77.12373,1015.0
20060920T2300,14.040245,90.58176,1016.8
20160615T0900,14.820246,85.090065,1003.4
20240415T1600,18.400246,42.513542,1008.8
20200223T0000,11.470245,44.705402,1030.1
20061022T1000,17.900246,71.68924,1008.3
20080105T0100,3.0702453,81.22704,1014.4
20140403T0100,11.550245,73.1287,1004.2
20131224T1600,10.790245,64.12031,999.1
20150330T0000,10.760245,87.67449,1006.1
20130718T0700,21.140245,70.31156,1019.7
20120611T0200,13.850245,97.23508,1005.8
20230523T0100,16.440247,91.81404,1016.3
20160528T1500,24.040245,54.50756,1009.0
20090417T1800,11.690246,68.309715,1010.9
20140209T2300,2.1602454,75.646286,1000.3
20240627T1800,27.650246,58.049442,1011.5
20150124T0100,1.2402453,94.23726,1025.3
20061111T2000,9.680245,92.99315,1022.0
20170907T0400,14.100245,75.9747,1019.4
20171008T0500,9.800245,86.44536,1019.5
20210131T1100,7.1602454,92.76695,1001.7
20170310T0300,8.050245,96.474335,1026.2
20200820T0700,23.330246,63.583427,1010.7
20091222T0300,2.0402455,95.938965,992.2
20120714T1200,20.750246,50.488426,1012.3
20240615T1000,17.930244,58.863853,1012.4
20120624T1500,23.130245,48.715485,1016.8
20091017T0600,6.420245,87.53247,1022.2
20170922T1100,19.140245,56.64214,1021.0
20160726T1500,28.320246,43.21328,1017.6
20130425T1400,24.390245,37.43419,1021.2
20140220T1000,8.340245,80.69862,1015.6
20210831T0600,13.970245,95.72157,1021.6
20180522T1200,23.630245,50.45525,1011.4
20211112T1500,7.5302453,78.83356,1018.4
20240630T1000,21.100245,75.73177,1011.5
20200827T0800,18.730246,59.06073,1018.7
20190128T1100,3.5402455,75.07765,1002.6
20140216T1800,5.400245,87.48467,1014.9
20230610T1300,28.830246,31.672901,1011.4
20150710T2200,19.090246,46.2475,1017.7
20071022T0600,1.9502454,88.9588,1025.2
20110130T0700,-3.979755,86.819595,1016.5
20120220T0500,-0.27975458,85.99057,1032.5
20240623T0800,17.520245,79.08107,1019.0
20210526T0800,13.220245,65.136406,1018.1
20170611T1000,25.810246,51.827362,1017.8
20220529T2000,12.650246,49.800987,1011.3
20110323T0200,1.0602454,81.99718,1035.7
20120216T0700,1.6502454,95.78012,1024.5
20141226T0500,3.1702452,90.96517,1031.3
20061024T0600,14.480246,86.12867,1003.5
20151116T1300,15.830245,50.06499,1018.9
20070319T1800,2.0102453,84.5281,995.6
20150901T1100,22.550245,69.904854,1011.9
20091230T1600,9.760245,94.33516,996.5
20070320T2000,1.6802454,75.21703,1002.9
20210803T0700,16.080246,86.46106,1015.9
20100713T1200,26.880245,55.958015,1013.5
20060626T1400,25.210245,57.17526,1016.1
20110831T2300,15.040245,80.72737,1013.5
20070610T1500,26.650246,43.859627,1012.9
20230702T1500,24.470245,46.09952,1014.0
20200201T2200,12.180245,75.28394,1018.6
20160527T2200,17.820246,87.47042,1012.2
20221114T1800,10.610246,85.53512,1015.5
20160609T1300,21.940245,43.738358,1016.5
20070522T0800,20.980246,76.78319,1019.7
20120901T2300,14.730246,88.04898,1022.7
20120107T2000,6.3902454,90.786964,1023.7
20161216T0600,-0.7097546,90.40792,1028.8
20100128T0200,-2.1597548,77.18192,1017.6
20230830T1800,18.350245,62.254486,1010.2
20060526T1000,17.660246,72.02324,1024.7
20190414T2100,3.8902454,80.064964,1023.0
20060927T0300,13.350245,95.00826,1018.1
20200429T2300,11.290245,80.30059,1010.2
20181224T0600,10.800245,90.090096,1023.1
20180422T1700,25.920246,36.96673,1013.1
20070521T0400,14.890245,88.17921,1014.2
20120921T0200,6.5702453,88.53836,1020.6
20081215T1000,0.2502454,86.95696,1011.5
20170709T1100,26.170246,62.641266,1014.1
20070706T2000,17.670246,72.78834,1017.3
20180117T1800,4.0402455,73.05806,1017.0
20130827T1100,19.170246,75.56605,1013.1
20180702T0500,18.300245,59.71229,1012.3
20200311T1800,12.670245,81.431435,1020.1
20201114T0700,5.650245,92.72842,1022.3
20140314T0900,10.130245,73.36705,1026.7
20060506T0400,12.010245,96.48094,1019.5
20221112T2300,5.4502454,94.22836,1028.6
20241024T0100,11.190246,90.36535,1029.2
20120730T0600,15.8102455,78.88182,1019.6
20160321T1300,9.190246,58.010864,1017.4
20220119T1500,3.3702455,79.45715,1028.5
20180303T1800,1.9202454,97.398994,999.7
20160514T0300,12.280245,98.29747,1006.0
20110813T0800,20.120245,75.18629,1013.3
20120425T2300,9.620245,84.36919,1002.4
20170706T0600,21.840246,61.471386,1018.5
20111221T0300,3.0502453,91.28294,1022.2
20060411T0800,4.2602453,80.94027,1020.7
20130403T0900,4.690245,71.918724,1009.9
20100213T1500,-1.6997546,77.033615,1014.4
20071220T0400,-6.5697546,81.89538,1037.4
20150826T0000,10.670245,93.17904,1020.1
20121002T0900,13.960245,74.37818,1020.7
20070616T1100,20.050245,55.262917,1011.9
20230706T1200,25.230246,31.60319,1017.7
20150419T1900,11.890245,54.230846,1017.2
20121023T0600,7.8102455,96.00157,1021.7
20080329T0800,8.570246,67.00006,1023.5
20080131T0500,1.1702454,92.057144,1028.8
20151231T1400,8.420245,92.40383,1024.9
20180824T0600,19.150246,85.76577,1014.2
20140115T1200,4.6402454,81.40859,1013.1
20220915T1900,16.950245,89.33405,1010.8
20151122T1900,2.2402453,87.25646,1014.8
20110925T1600,24.360245,51.584316,1019.2
20160331T1300,18.650246,57.981102,1005.6
20180610T1400,27.170246,53.321026,1011.3
20061215T0100,-0.52975464,83.17291,1031.6
20190716T1200,25.640245,44.304302,1016.3
20080129T1600,6.3402452,69.39453,1026.0
20120222T0600,-4.0497546,86.94408,1032.7
20240407T1200,23.200245,42.064793,1018.2
20110523T1200,23.520245,37.108055,1024.9
20230116T1100,5.860245,72.89475,992.2
20150823T1100,22.910246,56.354286,1008.4
20221106T1500,8.910245,77.46848,1014.7
20130816T2200,19.050245,74.86329,1016.7
20080729T0300,19.090246,86.41882,1016.6
20090721T0600,18.040245,77.52505,1016.8
20241223T0000,2.2902455,87.135155,1013.4
20061214T0800,-0.60975456,87.04656,1033.0
20240912T0400,8.330246,94.25969,1014.7
20180126T1800,6.7802453,91.45595,1022.4
20190313T1100,7.3002453,66.37284,1016.8
20200524T1700,19.070246,42.916187,1030.9
20220816T1000,25.970245,47.584446,1010.2
20190611T0700,14.150246,87.88004,1011.7
20181023T0100,5.920245,90.8755,1031.3
20230105T1700,11.3102455,88.20442,1026.9
20141003T0800,14.030245,89.57031,1025.5
20200225T1500,9.090245,81.60029,1006.2
20170403T1100,16.620245,61.806496,1023.1
20151226T1400,11.720245,71.463974,1030.3
20241001T0000,15.380245,74.77866,1015.2
20090301T0700,2.5702453,89.60544,1012.5
20080227T2000,6.6202455,69.80769,1023.6
20120922T1800,13.910245,85.49906,1018.4
20110329T1700,15.660245,54.03579,1013.0
20230924T0700,10.770246,89.35795,1027.8
20161017T1100,14.480246,84.43477,1023.7
20180217T1800,1.9502454,94.21486,1022.3
20151221T0900,9.970245,91.008675,1029.9
20210116T0500,-12.459755,96.615585,1030.8
20080606T1200,15.210245,86.26053,1013.4
20070407T2000,12.280245,70.159096,1021.3
20130913T0000,11.420245,90.932846,1021.8
20220113T0100,-3.979755,91.25326,1041.1
20100908T0000,15.570246,95.466095,1002.9
20090722T1100,23.260244,61.557407,1014.2
20180915T1200,22.850245,38.255028,1024.1
20230302T1800,2.7702456,83.22269,1019.1
20090923T0300,15.320246,89.67231,1026.2
20160529T2200,15.440246,94.96771,1007.5
20170607T0100,11.210245,83.98855,1016.5
20231221T1400,9.440246,82.90279,1009.6
20170701T1900,16.580246,76.43628,1017.3
20121106T1000,7.730245,77.595894,1020.3
20170903T1000,15.880245,67.123116,1018.6
20160623T0200,18.020245,92.909645,1020.1
20121119T0800,3.8202453,93.32747,1018.1
20200220T1700,9.770246,62.750103,1020.0
20231004T0000,12.980246,85.74067,1029.5
20100227T0900,7.5702453,61.217434,1009.5
20061207T0400,5.540245,88.247284,1016.6
20091128T0300,8.320246,76.34043,1013.6
20161117T0900,10.820246,90.58094,1016.7
20220224T0300,2.3102455,95.88349,1021.3
20080807T2300,19.480246,80.540825,1011.1
20210402T1300,15.880245,49.556984,1017.6
20140614T0600,17.840246,59.120064,1016.8
20170726T1800,21.180244,49.198032,1012.7
20231123T1500,7.190245,74.47668,1026.7
20081217T0100,-0.8397546,93.26266,1012.5
20210323T1500,11.680245,47.041023,1025.0
20070811T0000,15.010245,95.75713,1015.1
20080605T0100,14.420245,88.778854,1014.4
20200625T0500,16.490246,75.76793,1018.2
20110819T0200,21.710245,79.61739,1016.5
20160422T1900,13.340245,78.66578,1011.8
20100527T0000,14.840245,91.11592,1009.3
20150118T1000,1.0402454,92.586655,1018.5
20230527T1400,25.710245,41.542904,1017.7
20100527T0200,14.380245,92.34935,1009.3
20080615T0300,8.190246,87.65648,1014.1
20131022T2000,13.740245,90.14149,1006.6
20080125T2000,1.8602453,86.51333,1041.0
20141108T1400,13.840245,64.120125,1011.6
20240416T2200,6.3202453,89.704,1012.1
20110403T1700,20.410246,57.03776,1011.5
20171028T1500,11.420245,61.483192,1025.4
20230328T1500,11.040245,40.889145,1025.0
20220423T1200,12.880245,79.07493,1001.3
20090821T0800,21.920246,73.81797,1022.5
20190301T1900,8.470245,88.11102,1021.0
20240505T2000,14.900246,89.0532,1009.5
20200630T1400,25.220245,44.451466,1012.9
20110625T1300,21.590246,36.549107,1026.4
20221009T0800,10.520246,85.99332,1022.8
20161216T1900,0.4402454,89.45713,1033.6
20241228T0700,-1.8197545,91.18343,1032.7
20190427T1500,10.750245,80.2759,1018.1
20181118T0200,-0.17975461,80.82876,1024.5
20141001T1900,15.590245,87.60855,1026.7
20080325T1800,1.8002454,78.60891,1010.1
20190425T0800,12.640245,73.6856,1008.7
20060223T0600,1.1502454,88.35447,1019.6
20240402T1400,13.580245,52.46273,1015.4
20141104T0300,7.8502455,92.04588,997.0
20140710T0200,12.0602455,93.88351,1009.2
20110617T1600,23.600245,52.09786,1009.1
20081219T0400,1.7902454,92.84692,1025.2
20101227T0500,-11.089755,83.46343,1028.2
20131212T1100,0.3802454,82.44318,1033.3
20180311T0800,7.940245,90.28565,1000.6
20090909T1100,23.670246,42.797665,1022.1
20170627T0700,21.210245,77.801865,1009.8
20091219T2200,-12.449755,67.12286,1013.7
20201229T0800,5.0702453,81.06486,992.4
20100810T1600,27.090246,36.853935,1014.1
20120610T1700,17.930244,64.61288,1007.4
20071120T2000,4.4602456,80.79599,1011.3
20130918T0800,16.340246,86.825356,1003.3
20241211T2300,2.6702452,84.30869,1030.6
20230316T0000,-0.14975458,91.40442,1021.6
20160708T0600,17.660246,78.7925,1018.4
20160227T0400,-2.4597545,89.75708,1005.0
20100712T1100,31.640245,44.031322,1013.0
20130410T0000,8.800245,77.939705,1006.9
20140612T1000,27.890245,51.37133,1022.2
20070904T2200,8.260245,86.33511,1027.4
20180710T0600,17.960245,68.191956,1017.5
20100824T1300,19.790245,78.29133,1014.2
20110223T0700,-3.709755,84.81211,1026.0
20070210T2000,6.1402454,92.82741,1011.9
20160617T1500,19.150246,59.95799,1012.3
20110122T1800,-2.1197548,65.25792,1028.3
20070507T0500,11.280245,86.01843,1019.9
20100319T1300,18.760244,37.2188,1020.6
20120304T0600,3.6402454,94.32064,1024.3
20160830T1600,26.970245,38.041634,1019.6
20101126T1400,0.6602454,86.49351,1006.5
20140107T1300,13.140245,63.339733,1017.8
20110612T0500,10.980246,86.04399,1019.9
20090322T0400,-2.8697548,78.84742,1027.8
20141017T2000,12.610246,92.24071,1019.1
20071005T1700,17.580246,86.3842,1018.8
20140202T0600,2.4202454,98.33229,1012.4
20151119T0600,12.5602455,81.96827,1023.0
20210204T0700,4.3702455,95.30623,1016.4
20150404T1900,4.860245,92.21411,1015.0
20121226T1900,8.030246,72.96041,1020.1
20140516T1200,16.470245,46.01153,1025.0
20110505T2100,11.140245,51.89163,1021.0
20160511T0900,18.070246,72.812904,1002.5
20200608T2000,14.290245,79.97921,1013.0
20190415T0200,1.3702455,92.20798,1023.4
20220523T0200,16.310246,81.16736,1008.0
20220309T0100,-2.5097547,77.35253,1024.1
20080222T2000,9.110246,80.925385,1031.0
20231029T0200,10.080245,82.13513,1002.3
20211010T2000,8.220245,86.0311,1026.1
20150603T2200,17.680244,76.61334,1024.3
20220712T2000,22.550245,43.763035,1022.9
20241030T0200,8.770246,98.22745,1027.3
20090416T0300,12.270246,73.465805,1009.0
20230901T1100,23.700245,56.476513,1016.5
20081113T0400,5.150245,96.35826,1022.7
20070915T2200,13.320246,86.409546,1022.6
20140331T0400,4.960245,84.43019,1014.9
20171005T0400,7.4502454,94.734276,1021.5
20240814T0100,20.820246,81.695206,1011.6
20221017T1300,23.060246,56.908394,1025.0
20190920T0600,6.400245,77.921936,1026.9
20200809T0700,23.270245,61.877586,1018.8
20150818T1000,19.290245,54.771317,1015.0
20080108T1200,7.1402454,72.73221,1024.9
20080425T1300,16.300245,45.60829,1028.9
20071204T0700,5.8102455,88.02568,1016.8
20060708T0900,21.330246,77.86893,1020.3
20101005T0500,14.040245,97.55789,1007.1
20170102T1800,0.7302454,98.92292,1025.7
20240206T0700,2.8202453,92.056755,1025.2
20140225T2200,6.960245,81.809906,1013.4
20090921T0800,16.850245,89.61529,1023.0
20201030T2000,7.3502455,98.87261,1027.3
20140723T2100,19.920246,77.16269,1012.0
20150814T1800,20.370245,86.21176,1009.4
20170929T0000,13.520246,93.1546,1024.3
20230529T0100,11.540245,80.44702,1015.7
20181012T0400,10.690246,96.56726,1020.8
20110203T0600,-3.1197548,87.79605,1032.0
20161210T1400,7.0702453,72.51031,1027.7
20170509T0100,7.630245,91.33085,1020.4
20141212T1600,9.750245,57.742245,1010.2
20110313T1500,11.930245,68.83694,1004.8
20080120T2300,3.5302453,91.12702,1027.8
20211124T1700,2.2302454,83.6955,1017.1
20240422T2100,4.0802455,76.78884,1019.7
20240108T0100,-0.72975457,85.547104,1020.4
20120615T0600,15.010245,80.24224,1016.4
20230925T0300,7.7802453,89.77229,1023.5
20230226T2200,0.89024544,55.360916,1018.4
20150510T1100,19.870245,50.453983,1026.9
20120617T2300,16.900246,88.353905,1016.9
20100615T1600,20.540245,67.65044,1014.4
20170203T1500,10.890245,70.70504,1006.5
20160327T0600,7.540245,82.23949,1012.6
20101011T1500,16.350246,49.343903,1008.6
20230509T1300,20.270245,63.192207,1012.5
20100728T1500,20.590246,83.657364,1017.4
20141205T1200,3.7702456,95.47846,1018.5
20160519T1400,13.660245,70.486755,1014.9
20130604T2000,15.530245,71.42991,1016.8
20141217T0900,5.2002454,82.314606,1015.8
20230218T1000,12.580245,77.22493,1028.9
20221111T1000,9.410245,90.28358,1035.6
20150321T1500,11.260245,62.97887,1015.1
20190312T0100,1.1602454,82.37776,1031.0
20101210T2000,1.7002454,90.2407,1033.4
20151028T1400,14.800245,73.13785,1010.7
20150311T1200,11.600245,57.858547,1027.4
20170807T1700,28.390245,23.745815,1012.9
20221021T0000,14.500245,95.24113,1014.9
20071225T0400,-6.479755,85.47227,1028.5
20190909T0300,11.000245,93.0729,1018.1
20080924T0400,4.2502456,93.42301,1018.3
20200222T1900,11.150246,44.056225,1030.2
20130510T1800,14.080245,63.168224,1018.0
20070905T2000,8.870245,76.86706,1029.1
20071015T1200,17.260244,63.860714,1020.8
20200210T1200,10.440246,63.76592,1015.3
20110924T1400,23.910246,51.432594,1014.5
20180906T1000,23.090246,57.39937,1012.9
20160522T1700,16.660246,60.448906,1010.7
20070201T0600,1.2802454,93.0795,1028.6
20190731T1400,24.320246,43.732677,1017.9
20121214T1900,3.2402453,89.86461,1001.8
20130902T0200,12.600245,68.26839,1027.4
20200307T1300,7.8502455,53.691376,1022.1
20100505T1300,7.860245,80.79671,1007.3
20060323T0000,4.4302454,93.634254,1007.5
20120411T1500,10.590245,58.25507,1002.6
20130717T1600,27.440245,49.03935,1018.5
20170627T0000,19.740246,87.58355,1011.5
20191206T0000,-1.2597545,95.54716,1024.7
20170317T1300,19.960245,47.00379,1015.8
20150703T0400,20.750246,86.13907,1022.2
